"university","career","inscription_date","first_name","last_name","gender","age","postal_code","location","email"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/11","cody","frederick","m",102,3014,"angel gallardo","kschneider@hotmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/09/18","samantha","brooks","f",15,2101,"albarellos","teresadouglas@hotmail.com"
"universidad nacional de jujuy","farmacia","2020/11/13","scott","serrano","m",14,7136,"adela","richardhutchinson@hotmail.com"
"universidad nacional de jujuy","bioquímica","2021/01/14","aaron","arnold","m",2,1609,"boulogne","hendersonbrandon@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/11/29","patricia","norton","f",10,5431,"apeadero guanacache","perrytiffany@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/11/06","jeanne","scott","f",70,2754,"campo crisol","rebeccacase@yahoo.com"
"universidad nacional de jujuy","bioquímica","2020/12/04","peter","owen","m",90,3046,"arrascaeta","michaelthomas@gmail.com"
"universidad nacional de jujuy","contador público ","2021/01/15","james","guerrero","m",80,5735,"colonia bella vista","jordanamy@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/11/29","matthew","padilla","m",98,4122,"alizal","tammy54@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/09/27","david","powell","m",8,8180,"colonia dr gdor udaondo","donaldabbott@hotmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/10/31","sara","black","f",5,2802,"lomas del rio lujan","stacey94@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/12/08","joseph","powell","m",19,3246,"achiras","bryantjose@hotmail.com"
"universidad nacional de jujuy","agronomía","2020/09/25","victoria","hawkins","f",112,8129,"17 de agosto","jonesamanda@yahoo.com"
"universidad nacional de jujuy","agronomía","2020/09/25","victoria","hawkins","f",112,3338,"17 de agosto","jonesamanda@yahoo.com"
"universidad nacional de jujuy","licenciatura en administración ","2020/10/28","dakota","owens","m",74,7001,"la pastora","cassie60@gmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2021/01/15","fernando","cole","m",23,9420,"aserradero arroyo","cindyfowler@yahoo.com"
"universidad nacional de jujuy","contador público ","2020/12/12","john","perez","m",76,5835,"bella vista","morganjoseph@yahoo.com"
"universidad nacional de jujuy","contador público ","2020/12/12","john","perez","m",76,5381,"bella vista","morganjoseph@yahoo.com"
"universidad nacional de jujuy","contador público ","2020/12/12","john","perez","m",76,4622,"bella vista","morganjoseph@yahoo.com"
"universidad nacional de jujuy","contador público ","2020/12/12","john","perez","m",76,3432,"bella vista","morganjoseph@yahoo.com"
"universidad nacional de jujuy","contador público ","2020/12/12","john","perez","m",76,1661,"bella vista","morganjoseph@yahoo.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2021/01/31","stacie","mcdowell","f",89,3313,"arroyo del medio","hernandezjames@gmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/09/09","francisco","oneal","m",23,5621,"agua de torre","andersonnancy@hotmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2020/11/25","anna","kelly","f",81,5276,"baldes de pacheco","chouston@gmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/10/27","brittany","morgan","f",51,1889,"bosques","luis99@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/10/02","nicholas","davis","m",102,2000,"villa angelica","anthonygeoffrey@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2021/01/13","shawn","evans","m",69,2415,"desvio boero","uwilson@gmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/12/12","mrs.","brittany","f",2,5423,"capitan lazo","mendozajamie@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/10/01","michael","bryant","m",80,4718,"barro negro","princecharles@gmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/11/21","david","rivers","m",66,2701,"12 de agosto","robbinscody@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2021/01/02","jacob","beck","m",97,9103,"bajo de los huesos","johnsoncharles@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/12/22","anthony","bauer","m",27,3641,"arroyo seco","hamiltonshannon@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/12/22","anthony","bauer","m",27,2128,"arroyo seco","hamiltonshannon@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2021/01/27","francis","long","m",37,5443,"algarrobo verde","nathan17@hotmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/12/14","matthew","douglas","m",53,6018,"colonia los bosques","graydonna@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2021/01/16","randy","nguyen","m",33,6706,"est jauregui va flandria","samuelacosta@gmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/10/27","joseph","williams","m",26,3371,"cabure","christopher80@gmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/09/29","monique","arroyo","f",94,4512,"agua negra","larryrivera@gmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/09/29","monique","arroyo","f",94,4101,"agua negra","larryrivera@gmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2020/10/04","kyle","brown","m",81,6725,"carmen de areco","charleshubbard@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/11/15","amy","lewis","f",25,5447,"agua cercada","derekhenderson@yahoo.com"
"universidad nacional de jujuy","agronomía","2020/12/25","adam","jenkins","m",88,3057,"estancia las gamas","joseph33@yahoo.com"
"universidad nacional de jujuy","agronomía","2020/12/25","adam","jenkins","m",88,2723,"estancia las gamas","joseph33@yahoo.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/09/15","mark","todd","m",57,2409,"estrada","karenschmidt@gmail.com"
"universidad nacional de jujuy","medicina","2020/10/26","matthew","yoder","m",68,8536,"chipauquil","janet19@gmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2021/01/21","marcus","santana","m",96,8501,"bahia creek","donna28@hotmail.com"
"universidad nacional de jujuy","licenciatura en psicología","2020/12/21","william","farmer","m",23,3703,"aleloy","tammy95@hotmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/09/03","eric","white","m",39,5883,"alto lindo","ebowers@gmail.com"
"universidad nacional de jujuy","licenciatura en psicología","2020/10/29","tiffany","graham","f",70,3080,"colonia pujol","gregory77@hotmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/11/09","joseph","anderson","m",46,7267,"alvarez de toledo","omarmartinez@hotmail.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2020/11/10","heather","willis","f",6,1862,"america unida","pramirez@hotmail.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/11/25","paige","maynard","f",27,5600,"agua de la mula","laurajones@yahoo.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/09/26","teresa","ortega","f",40,3025,"colonia clara","danielfitzgerald@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/11/17","mr.","alex","m",108,2185,"campo crenna","johnmiller@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2021/01/09","anna","cohen","f",51,6443,"arano","melissaanderson@gmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2020/09/05","alexander","martin","m",104,7540,"bathurst estacion","marylynch@yahoo.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/11/15","gerald","woodward","m",113,3070,"dho","bdiaz@yahoo.com"
"universidad nacional de jujuy","arquitectura","2020/10/01","carolyn","koch","f",97,3412,"albardon","erinhenderson@hotmail.com"
"universidad nacional de jujuy","arquitectura","2020/10/01","carolyn","koch","f",97,2840,"albardon","erinhenderson@hotmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/11/29","james","ramos","m",38,9103,"bajo de los huesos","xharvey@gmail.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/12/05","brooke","miranda","f",36,3734,"campo moreno","stevensonrichard@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/09/14","troy","wilson","m",100,7535,"pontaut","xreid@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/09/30","amy","krueger","f",95,8113,"baterias","bmorgan@yahoo.com"
"universidad nacional de jujuy","ingeniería en informática","2020/12/23","collin","schroeder","m",82,3362,"1 de mayo","iwilliams@yahoo.com"
"universidad nacional de jujuy","ingeniería en informática","2020/12/23","collin","schroeder","m",82,3263,"1 de mayo","iwilliams@yahoo.com"
"universidad nacional de jujuy","arquitectura","2020/09/18","alan","delgado","m",90,4184,"bustamante","jonathan71@hotmail.com"
"universidad nacional de jujuy","licenciatura en gestión de agroalimentos","2020/12/24","jonathan","mcintosh","m",21,3302,"aguara cua","gina28@hotmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/10/29","samantha","olson","f",54,5590,"adrian maturano","framos@hotmail.com"
"universidad nacional de jujuy","farmacia","2020/12/03","james","harvey","m",39,5415,"angaco norte","kathryncampbell@hotmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2020/12/06","nicole","smith","f",25,1771,"mercado central","riveramatthew@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/10/31","larry","johnson","m",94,7263,"el chumbeau","sthompson@gmail.com"
"universidad nacional de jujuy","bioquímica","2021/01/15","phillip","herrera","m",46,7303,"altona","annette15@hotmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/12/22","sandra","brewer","f",94,4606,"colonia los lapachos","sethjarvis@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2021/01/27","katie","baker","f",50,3355,"arrechea","martinmark@yahoo.com"
"universidad nacional de jujuy","contador público ","2021/01/18","matthew","perry","m",78,5759,"calera argentina","julia71@yahoo.com"
"universidad nacional de jujuy","farmacia","2020/12/20","david","carlson","m",7,4600,"algarrobal","adamsmichelle@gmail.com"
"universidad nacional de jujuy","farmacia","2020/12/20","david","carlson","m",7,3480,"algarrobal","adamsmichelle@gmail.com"
"universidad nacional de jujuy","farmacia","2020/10/08","james","haynes","m",32,1878,"quilmes","dlove@hotmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2021/01/26","briana","oconnell","f",30,3361,"acaragua","zjackson@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/10/22","brian","garcia","m",84,1891,"ingeniero allan","dianabowman@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/12/13","carolyn","jones","f",40,3553,"colonia duran","rglenn@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2021/01/20","wesley","guerra","m",81,2201,"ricardone","amartinez@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2021/01/21","troy","hill","m",90,3427,"abra","tara05@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2021/01/21","troy","hill","m",90,3414,"abra","tara05@yahoo.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/12/13","kelly","shepard","m",24,2208,"gaboto","aliciaweber@gmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2021/01/29","lisa","gallegos","f",50,2531,"landeta","dhobbs@gmail.com"
"universidad nacional de jujuy","actuario ","2021/01/14","michael","padilla","m",83,9203,"aldea escolar","stephenbird@gmail.com"
"universidad nacional de jujuy","contador público ","2021/01/18","jessica","webb","f",24,1834,"temperley","dylan81@gmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/11/14","shawn","cannon","m",104,5380,"chamical","stacey56@hotmail.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/11/13","julie","goodman","f",9,6343,"los gauchos","allen79@gmail.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/09/11","amber","shelton","f",36,4653,"casira","adamsdonald@yahoo.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/12/23","david","ramirez","m",74,3503,"barranqueras","charles64@yahoo.com"
"universidad nacional de jujuy","ingeniería electrónica","2020/12/15","kristin","banks","f",62,5319,"colpes","campbelldylan@yahoo.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/10/28","michael","benson","m",37,6213,"lote 11 escuela 107","halllee@yahoo.com"
"universidad nacional de jujuy","ingeniería en informática","2020/10/27","ann","taylor","f",85,1984,"domselaar","jessica32@hotmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/10/03","melissa","johnston","f",98,3151,"antelo","mhester@gmail.com"
"universidad nacional de jujuy","arquitectura","2020/12/27","michael","adkins","m",21,1642,"san isidro","careyrobert@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/12/10","richard","lin","m",91,9031,"bajo la cancha","robert56@hotmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/12/31","renee","farrell","f",64,6608,"agote","jodi38@hotmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/12/29","anthony","farrell","m",107,2119,"arminda","galvanchad@gmail.com"
"universidad nacional de jujuy","contador público ","2020/09/30","daisy","diaz","f",88,5757,"san lorenzo","richard13@yahoo.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/09/05","christopher","porter","m",116,2401,"castelar","uchambers@gmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/09/05","christopher","porter","m",116,1712,"castelar","uchambers@gmail.com"
"universidad nacional de jujuy","bioquímica","2020/12/06","joshua","allen","m",65,6383,"campo moises seccion 1a","nancy12@yahoo.com"
"universidad nacional de jujuy","actuario ","2020/10/23","donald","hebert","m",15,3513,"arbol solo","christina99@yahoo.com"
"universidad nacional de jujuy","actuario ","2020/10/23","donald","hebert","m",15,3230,"arbol solo","christina99@yahoo.com"
"universidad nacional de jujuy","farmacia","2020/12/04","megan","lynch","f",100,4751,"agua de dionisio","williamshannah@yahoo.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/09/23","kristina","roberts","f",34,3425,"costa grande","brett31@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2020/12/02","maria","brown","f",38,3433,"carrizal norte","trogers@yahoo.com"
"universidad nacional de jujuy","licenciatura en artes","2020/11/04","caitlin","gibson","f",98,8360,"buena esperanza","rirwin@gmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/11/04","caitlin","gibson","f",98,6277,"buena esperanza","rirwin@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/11/07","chad","stanton","m",90,4630,"aparzo","wendychambers@hotmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/10/29","mr.","jason","m",93,3518,"cabral cue","djones@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/10/27","charles","jackson","m",91,4513,"alto calilegua","vwhite@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/11/10","victor","perkins","m",109,8336,"gobernador duval","perezrichard@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/10/05","anna","jones","f",10,6721,"azcuenaga","evan35@hotmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2020/10/09","ashley","moore","f",106,1664,"trujui","smithhenry@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/11/09","elizabeth","hernandez","f",12,5405,"agua y energia","damon94@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/11/19","cynthia","reyes","f",60,3018,"candioti","huertaraymond@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/11/11","lisa","herrera","f",40,9407,"28 de noviembre","branchjennifer@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/09/13","joshua","weeks","m",90,1761,"20 de junio","logan49@hotmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/11/26","melissa","freeman","f",49,9001,"cañadon ferrais","ashley23@hotmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2021/01/31","dylan","moss","m",36,9407,"28 de noviembre","natalieedwards@hotmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2021/01/13","jesus","richardson","m",74,3123,"aldea santa maria","jonesrhonda@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/11/25","andrew","lewis","m",1,4187,"anta chica","ramseylaura@hotmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2020/12/13","dr.","bonnie","f",71,5423,"capitan lazo","skinnerkenneth@hotmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/11/16","sarah","delgado","f",78,5266,"chichagasta","christopher23@gmail.com"
"universidad nacional de jujuy","arquitectura","2020/09/12","andrea","cruz","f",15,2914,"costa brava","christianjohnson@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/10/28","susan","anderson","f",34,2729,"carreras","jenniferbyrd@yahoo.com"
"universidad nacional de jujuy","licenciatura en artes","2020/09/08","travis","cohen","m",2,4235,"albigasta","floresaaron@hotmail.com"
"universidad nacional de jujuy","licenciatura en artes","2020/09/08","travis","cohen","m",2,4231,"albigasta","floresaaron@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/04","eric","johnson","m",97,3311,"arroyo isabel","vgutierrez@yahoo.com"
"universidad nacional de jujuy","bioquímica","2020/10/01","stephanie","johnson","f",65,7111,"san bernardo del tuyu","troy74@gmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2020/10/08","brandon","dunn","m",18,5570,"alto del salvador","anthony69@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/10/18","charlotte","pineda","f",63,2921,"godoy","lambangela@hotmail.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2021/01/31","kayla","thompson","f",103,5582,"alberto flores","webbjesse@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2021/01/22","april","williams","f",78,5266,"chichagasta","lrogers@hotmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2020/12/31","wesley","hall","m",70,4711,"ambato","brivera@yahoo.com"
"universidad nacional de jujuy","bioquímica","2020/10/11","matthew","hall","m",110,6064,"eduardo costa","terri32@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias antropológicas","2020/12/08","kimberly","olson","f",116,5340,"agua grande","michael88@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/09/07","shannon","reyes","m",88,5260,"acheral","carrie89@yahoo.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/09/07","shannon","reyes","m",88,4134,"acheral","carrie89@yahoo.com"
"universidad nacional de jujuy","licenciatura en administración ","2021/01/02","richard","cruz","m",83,6075,"arenaza","qkim@hotmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2021/01/31","martha","kemp","f",103,6434,"palantelen","bhebert@yahoo.com"
"universidad nacional de jujuy","actuario ","2020/10/29","amy","oconnor","f",16,8318,"challaco","bmartin@hotmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2020/12/30","catherine","blair","f",55,3021,"campo andino","fwhite@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/12/29","tyler","hale","m",111,3007,"empalme san carlos","sabrinaalexander@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/12/17","andrea","rocha","f",18,3346,"bacacay","connorford@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/07","derek","smith","m",73,4161,"alongo","daniel96@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/10/07","meagan","fitzpatrick","f",24,5446,"balde de leyes","gracelozano@gmail.com"
"universidad nacional de jujuy","arquitectura","2021/01/09","nichole","roberts","f",54,5405,"agua y energia","yfrederick@yahoo.com"
"universidad nacional de jujuy","arquitectura","2020/12/30","james","larsen","m",7,5715,"arbol verde","hsmith@hotmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/09/25","chad","thomas","m",110,8105,"aguara","bartlettdaniel@hotmail.com"
"universidad nacional de jujuy","licenciatura en planificación y diseño del paisaje","2021/01/17","jay","mejia","m",51,1651,"san andres","qpaul@yahoo.com"
"universidad nacional de jujuy","ingeniería en informática","2020/10/06","kimberly","cox","f",34,6708,"colonia nac de alienados","salazarlinda@hotmail.com"
"universidad nacional de jujuy","agronomía","2020/12/22","lisa","parker","f",99,6437,"alamos","lindsey94@gmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2020/10/31","erin","johnson","f",61,8319,"campamento sol","kadams@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias ambientales","2020/10/30","david","jimenez","m",64,2440,"barrio belgrano ortiz","jeffersonmelissa@hotmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/09/15","ryan","morris","m",3,7111,"san bernardo del tuyu","lance21@yahoo.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2021/01/21","hannah","cole","f",58,6383,"campo moises seccion 1a","amyanderson@yahoo.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/11/12","jeffery","boyd","m",8,2344,"achaval rodriguez","michael64@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/11/16","nicole","cardenas","f",13,8401,"cullin manzano","jameslong@hotmail.com"
"universidad nacional de jujuy","bioquímica","2020/10/08","felicia","cox","f",13,3476,"el remanso","qingram@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/09/18","amy","summers","f",104,2938,"alsina","millerdavid@yahoo.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/11/02","joe","cameron","m",8,3716,"campo largo","joshua98@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/03","amy","richardson","f",66,1754,"san justo","fbrewer@gmail.com"
"universidad nacional de jujuy","licenciatura en psicología","2020/11/14","vanessa","peters","f",32,4158,"campo de talamayo","kanemichael@gmail.com"
"universidad nacional de jujuy","licenciatura en administración ","2021/01/02","sabrina","manning","f",13,1900,"la plata","charles19@yahoo.com"
"universidad nacional de jujuy","agronomía","2020/09/29","jessica","hernandez","f",107,8409,"puerto ojo de agua","youngheather@yahoo.com"
"universidad nacional de jujuy","agronomía","2020/12/06","ricky","frye","m",62,1607,"villa adelina","wwilliams@hotmail.com"
"universidad nacional de jujuy","diseño de imagen y sonido","2021/01/13","stephanie","guzman","f",96,2124,"22 de mayo","chenjesse@hotmail.com"
"universidad nacional de jujuy","ingeniería mecánica","2021/01/28","christopher","sanchez","m",75,5636,"favelli","sandybrown@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2020/12/08","robert","mejia","m",73,5384,"punta de los llanos","jared21@yahoo.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/11/16","timothy","allen","m",31,1822,"valentin alsina","singhadam@gmail.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/12/02","charles","martinez","m",63,9221,"valle hondo","rachael33@hotmail.com"
"universidad nacional de jujuy","licenciatura en producción de bioimagenes","2020/10/01","dennis","robinson","m",74,5755,"alto del molle","ferrellelizabeth@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias de la educación ","2021/01/29","suzanne","huffman","f",16,7400,"barrio la luisa","mellison@yahoo.com"
"universidad nacional de jujuy","actuario ","2020/09/27","mark","ramos","m",15,6405,"30 de agosto","kelly59@hotmail.com"
"universidad nacional de jujuy","actuario ","2020/09/02","donald","padilla","m",7,3701,"almirante brown","kathryncohen@hotmail.com"
"universidad nacional de jujuy","actuario ","2020/09/02","donald","padilla","m",7,3366,"almirante brown","kathryncohen@hotmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2021/01/02","sarah","brown","f",45,1874,"villa dominico","anthony48@hotmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2021/01/08","joseph","parker","m",76,3472,"caaguazu","oscar14@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2021/01/11","travis","mendez","m",38,8204,"bernasconi","milessandra@yahoo.com"
"universidad nacional de jujuy","licenciatura en ciencias de la computación","2021/01/26","angela","williams","f",97,6663,"juan vela","christophergibson@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/10/05","alejandro","kennedy","m",1,1713,"barrio parque leloir","robertsullivan@hotmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/11/14","tricia","hancock","f",66,2121,"perez","johnwilson@yahoo.com"
"universidad nacional de jujuy","medicina","2020/10/02","steven","gordon","m",39,3199,"los laureles","kristen50@gmail.com"
"universidad nacional de jujuy","licenciatura en kinesiología y fisiatría","2020/11/28","natalie","cooper","f",29,9213,"cañadon caliente","peggy48@hotmail.com"
"universidad nacional de jujuy","licenciatura en terapia ocupacional","2020/12/21","mary","martinez","f",2,9213,"cañadon caliente","vbaird@hotmail.com"
"universidad nacional de jujuy","ingeniería en informática","2020/09/14","henry","thompson","m",108,5551,"estacion uspallata","uhanson@yahoo.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/10/31","jonathan","murphy","m",60,6513,"colonia las yescas","campbellrobert@hotmail.com"
"universidad nacional de jujuy","contador público ","2021/01/18","debra","wright","f",72,6326,"anguil","davidruiz@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias geológicas","2020/10/03","christopher","garrett","m",17,5355,"el altillo","jeffrey13@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/12/16","tammy","rivera","f",113,5333,"banda de lucero","stephen63@gmail.com"
"universidad nacional de jujuy","licenciatura en relaciones del trabajo ","2020/09/08","summer","holloway","f",13,3206,"bella union paraje","christian46@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/09/19","jason","barrera","m",99,1808,"alejandro petion","ckim@gmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/12/23","daniel","jenkins","m",39,4434,"anta","nroach@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia y tecnología de alimentos","2020/10/24","lisa","martinez","f",83,1911,"bme bavio gral mansilla","antonio49@hotmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/12/05","andrew","velasquez","m",98,3232,"cabred","carrolllinda@yahoo.com"
"universidad nacional de jujuy","arquitectura","2020/10/10","holly","palmer","f",58,2154,"capitan bermudez","danielacevedo@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias biológicas","2020/12/20","douglas","townsend","m",81,5470,"abra verde","patrickdiaz@gmail.com"
"universidad nacional de jujuy","licenciatura en musicoterapia","2020/09/30","jennifer","gonzalez","f",14,6634,"alberti","jason33@hotmail.com"
"universidad nacional de jujuy","licenciatura en sociología ","2020/11/09","travis","ryan","m",116,6700,"caminera lujan","nicholasjackson@yahoo.com"
"universidad nacional de jujuy","técnico para bioterios ","2020/10/31","richard","ball","m",96,8156,"el perdido est jose guisasola","wesleywilliams@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencias antropológicas","2020/11/07","jake","perry","m",84,3081,"cavour","pvelasquez@gmail.com"
"universidad nacional de jujuy","ciencias veterinarias","2020/10/20","william","rhodes","m",114,5573,"colonia delfino","ghughes@hotmail.com"
"universidad nacional de jujuy","medicina","2020/10/25","michael","williams","m",73,6437,"alamos","cbryan@hotmail.com"
"universidad nacional de jujuy","licenciatura en ciencia política ","2020/11/17","thomas","juarez","m",64,3118,"centro comunitario cnia nue","langlauren@hotmail.com"
"universidad nacional de jujuy","ingeniería electrónica","2020/09/23","monica","ramirez","f",52,4715,"agua verde","alexanderbenjamin@hotmail.com"
